fincode,invdate,noshares,percent_aum,schemecode
100480,2026-05-31,550224,3.84,45342
100182,2026-05-31,627136,3.65,45342
222055,2026-05-31,693359,3.62,45342
211385,2026-05-31,1608078,3.49,45342
286335,2026-05-31,2801211,3.27,45342
100469,2026-05-31,9467026,3.24,45342
221790,2026-05-31,788433,3.13,45342
220350,2026-05-31,7280884,2.47,45342
132483,2026-05-31,14939142,2.32,45342
208883,2026-05-31,1677123,2.22,45342
132843,2026-05-31,1986528,2.19,45342
242461,2026-05-31,5040061,2.17,45342
100271,2026-05-31,1073684,2.13,45342
111243,2026-05-31,1154990,2.11,45342
100477,2026-05-31,11384058,2.10,45342
302988,2026-05-31,6451884,2.01,45342
132814,2026-05-31,1783816,1.76,45342
132754,2026-05-31,14210133,1.69,45342
112070,2026-05-31,2097840,1.60,45342
132296,2026-05-31,542216,1.46,45342
132174,2026-05-31,1616413,2.93,7143
100247,2026-05-31,4993006,2.77,7143
100875,2026-05-31,6503210,2.70,7143
100180,2026-05-31,2497446,2.69,7143
100790,2026-05-31,1299989,2.67,7143
132540,2026-05-31,766007,2.50,7143
100209,2026-05-31,1121776,1.88,7143
100049,2026-05-31,3118720,1.85,7143
100480,2026-05-31,208758,1.77,7143
100820,2026-05-31,431396,1.66,7143
100825,2026-05-31,215079,1.62,7143
100112,2026-05-31,1094507,1.52,7143
219300,2026-05-31,2282681,1.51,7143
222055,2026-05-31,225484,1.43,7143
132454,2026-05-31,538087,1.42,7143
100114,2026-05-31,225750,1.33,7143
132281,2026-05-31,774817,1.33,7143
105200,2026-05-31,113021,1.17,7143
207901,2026-05-31,192937,1.16,7143
208766,2026-05-31,231667,0.99,7143
131642,2026-05-31,819545,0.97,7143
100830,2026-05-31,318400,0.95,7143
208280,2026-05-31,236182,0.91,7143
210072,2026-05-31,53391,0.89,7143
111218,2026-05-31,641834,0.88,7143
286335,2026-05-31,603931,0.86,7143
100188,2026-05-31,911252,0.83,7143
122275,2026-05-31,111955,0.83,7143
132215,2026-05-31,447150,0.83,7143
100469,2026-05-31,1940281,0.81,7143
100182,2026-05-31,111600,0.79,7143
132667,2026-05-31,9440478,0.78,7143
100696,2026-05-31,240163,0.75,7143
100325,2026-05-31,386826,0.74,7143
209967,2026-05-31,1155884,0.74,7143
100331,2026-05-31,344427,0.74,7143
124715,2026-05-31,261941,0.68,7143
132500,2026-05-31,35330,0.67,7143
271867,2026-05-31,337461,0.66,7143
210590,2026-05-31,78331,0.59,7143
100493,2026-05-31,203807,0.58,7143
100477,2026-05-31,2518400,0.57,7143
100420,2026-05-31,88160,0.56,7143
100271,2026-05-31,220643,0.53,7143
132725,2026-05-31,18764,0.49,7143
208361,2026-05-31,166922,0.46,7143
132827,2026-05-31,8258,0.46,7143
132538,2026-05-31,27453,0.46,7143
242461,2026-05-31,848099,0.45,7143
211337,2026-05-31,29025,0.40,7143
132814,2026-05-31,327979,0.39,7143
100295,2026-05-31,761198,0.39,7143
216156,2026-05-31,60069,0.35,7143
289108,2026-05-31,496254,0.32,7143
221790,2026-05-31,62073,0.30,7143
132296,2026-05-31,90987,0.30,7143
132504,2026-05-31,28736,0.30,7143
132466,2026-05-31,20025,0.29,7143
108869,2026-05-31,23093,0.27,7143
190003,2026-05-31,653637,0.27,7143
211385,2026-05-31,100429,0.27,7143
208763,2026-05-31,22403,0.26,7143
210036,2026-05-31,217652,0.25,7143
208412,2026-05-31,330942,0.24,7143
205198,2026-05-31,93282,0.24,7143
100488,2026-05-31,6069,0.24,7143
232793,2026-05-31,50344,0.23,7143
100124,2026-05-31,120072,0.23,7143
209078,2026-05-31,138100,0.22,7143
217389,2026-05-31,254529,0.22,7143
207950,2026-05-31,113198,0.20,7143
100620,2026-05-31,85954,0.18,7143
100408,2026-05-31,23571,0.15,7143
100459,2026-05-31,10389,0.14,7143
223658,2026-05-31,75190,0.14,7143
132843,2026-05-31,88000,0.12,7143
217379,2026-05-31,44113,0.11,7143
100096,2026-05-31,144328,0.09,7143
100387,2026-05-31,2416,0.09,7143
100520,2026-05-31,18400,0.08,7143
131162,2026-05-31,126870,0.07,7143
226076,2026-05-31,60791,0.07,7143
100290,2026-05-31,326,0.06,7143
294320,2026-05-31,44016,0.05,7143
208099,2026-05-31,20007,0.05,7143
100530,2026-05-31,850,0.04,7143
290269,2026-05-31,14608,0.04,7143
252306,2026-05-31,89725,0.03,7143
200017,2026-05-31,13980,0.03,7143
130517,2026-05-31,190,0.00,7143
324996,2026-05-31,761198,0.13,7143
324997,2026-05-31,761198,0.13,7143
226019,2026-05-31,761198,0.13,7143
217126,2026-05-31,761198,0.13,7143
209867,2026-05-31,11200499,4.00,38439
132488,2026-05-31,344126,3.36,38439
219494,2026-05-31,513767,3.24,38439
100480,2026-05-31,365792,3.16,38439
322918,2026-05-31,5659503,3.15,38439
132343,2026-05-31,635953,3.13,38439
209550,2026-05-31,3706096,2.87,38439
100400,2026-05-31,4533364,2.80,38439
111243,2026-05-31,1159732,2.62,38439
117334,2026-05-31,11984749,2.56,38439
100093,2026-05-31,1857895,2.50,38439
132810,2026-05-31,3943044,2.48,38439
100825,2026-05-31,319042,2.44,38439
100547,2026-05-31,5488201,2.40,38439
100295,2026-05-31,4601306,2.38,38439
223595,2026-05-31,398690,2.37,38439
100850,2026-05-31,2377886,2.28,38439
208280,2026-05-31,551702,2.16,38439
271875,2026-05-31,939428,2.09,38439
130965,2026-05-31,10117670,2.08,38439
132134,2026-05-31,5023892,1.98,38439
289554,2026-05-31,907875,1.96,38439
100420,2026-05-31,283238,1.83,38439
100331,2026-05-31,839856,1.83,38439
100490,2026-05-31,117237,1.78,38439
132286,2026-05-31,1002902,1.78,38439
132725,2026-05-31,65966,1.77,38439
132155,2026-05-31,7304460,1.76,38439
132483,2026-05-31,9129812,1.75,38439
200055,2026-05-31,3382336,1.67,38439
132424,2026-05-31,1089310,1.64,38439
100002,2026-05-31,142034,1.51,38439
132868,2026-05-31,1737136,1.50,38439
216156,2026-05-31,251264,1.50,38439
132432,2026-05-31,799863,1.49,38439
132461,2026-05-31,9337147,1.45,38439
221790,2026-05-31,290405,1.42,38439
320028,2026-05-31,239496,1.36,38439
100550,2026-05-31,239339,1.35,38439
100387,2026-05-31,36218,1.34,38439
132477,2026-05-31,5232640,1.29,38439
100530,2026-05-31,23487,1.26,38439
100188,2026-05-31,1173930,1.09,38439
208361,2026-05-31,386122,1.09,38439
100425,2026-05-31,1651493,1.08,38439
132321,2026-05-31,677413,1.07,38439
219442,2026-05-31,762438,1.05,38439
217280,2026-05-31,5447044,0.78,38439
219700,2026-05-31,205727,0.74,38439
210850,2026-05-31,1169737,0.52,38439
217126,2026-05-31,4516879,0.80,38439
226019,2026-05-31,4516879,0.80,38439
324996,2026-05-31,4516879,0.80,38439
324997,2026-05-31,4516879,0.80,38439
100180,2026-05-31,4657507,5.36,3437
132174,2026-05-31,2218644,4.31,3437
100209,2026-05-31,1848805,3.32,3437
100510,2026-05-31,463809,2.92,3437
132454,2026-05-31,1026856,2.90,3437
100875,2026-05-31,5786517,2.56,3437
100325,2026-05-31,1221903,2.49,3437
132898,2026-05-31,4565707,2.05,3437
107685,2026-05-31,6492657,2.05,3437
111218,2026-05-31,1074109,1.57,3437
100112,2026-05-31,1013878,1.51,3437
209967,2026-05-31,2116408,1.45,3437
100520,2026-05-31,299488,1.41,3437
132281,2026-05-31,696427,1.27,3437
217376,2026-05-31,1872402,1.19,3437
100300,2026-05-31,240338,1.16,3437
100400,2026-05-31,1763434,1.15,3437
132500,2026-05-31,53346,1.08,3437
124804,2026-05-31,480151,1.06,3437
132777,2026-05-31,686018,1.05,3437
100182,2026-05-31,137500,1.04,3437
222055,2026-05-31,147035,1.00,3437
124742,2026-05-31,288287,0.90,3437
280713,2026-05-31,2030542,0.88,3437
242461,2026-05-31,1560372,0.88,3437
251940,2026-05-31,617149,0.86,3437
219300,2026-05-31,1203319,0.85,3437
132162,2026-05-31,1491865,0.85,3437
131162,2026-05-31,1375326,0.85,3437
124404,2026-05-31,2217903,0.84,3437
100469,2026-05-31,1771239,0.79,3437
103100,2026-05-31,283205,0.77,3437
132331,2026-05-31,169642,0.77,3437
210258,2026-05-31,954846,0.74,3437
132892,2026-05-31,543713,0.74,3437
100171,2026-05-31,1046110,0.73,3437
132187,2026-05-31,508708,0.72,3437
200091,2026-05-31,947499,0.70,3437
123367,2026-05-31,427182,0.68,3437
190071,2026-05-31,104255,0.67,3437
210174,2026-05-31,1144037,0.67,3437
224880,2026-05-31,2097037,0.67,3437
100620,2026-05-31,305416,0.67,3437
100271,2026-05-31,253801,0.66,3437
200055,2026-05-31,1237222,0.65,3437
209587,2026-05-31,1715506,0.62,3437
113097,2026-05-31,540738,0.62,3437
132523,2026-05-31,917891,0.61,3437
132375,2026-05-31,580978,0.59,3437
209127,2026-05-31,405854,0.49,3437
100830,2026-05-31,148676,0.47,3437
132296,2026-05-31,133149,0.47,3437
100295,2026-05-31,815354,0.44,3437
322918,2026-05-31,743888,0.44,3437
200082,2026-05-31,1271373,0.43,3437
112070,2026-05-31,419208,0.42,3437
315970,2026-05-31,297101,0.32,3437
224849,2026-05-31,279082,0.32,3437
233156,2026-05-31,361969,0.29,3437
126299,2026-05-31,38524,0.14,3437
100547,2026-05-31,30572,0.01,3437
226019,2026-05-31,1980354,0.37,3437
324996,2026-05-31,1980354,0.37,3437
217126,2026-05-31,1980354,0.37,3437
324997,2026-05-31,1980354,0.37,3437
100180,2026-05-31,3999721,4.99,16672
132174,2026-05-31,1427555,3.01,16672
100209,2026-05-31,1448225,2.82,16672
132454,2026-05-31,889222,2.73,16672
100510,2026-05-31,393456,2.69,16672
100875,2026-05-31,5544906,2.67,16672
132898,2026-05-31,5264807,2.56,16672
124804,2026-05-31,979252,2.34,16672
107685,2026-05-31,6658877,2.28,16672
100325,2026-05-31,981380,2.17,16672
209967,2026-05-31,2599620,1.93,16672
242461,2026-05-31,3060761,1.86,16672
100469,2026-05-31,3738275,1.81,16672
100300,2026-05-31,323204,1.69,16672
103100,2026-05-31,566860,1.68,16672
100182,2026-05-31,202923,1.67,16672
132466,2026-05-31,97354,1.63,16672
132281,2026-05-31,774202,1.54,16672
132777,2026-05-31,918660,1.53,16672
200055,2026-05-31,2601000,1.47,16672
220018,2026-05-31,513632,1.47,16672
200091,2026-05-31,1817244,1.45,16672
132667,2026-05-31,15000000,1.43,16672
100112,2026-05-31,880982,1.42,16672
100271,2026-05-31,492978,1.38,16672
132525,2026-05-31,9809589,1.30,16672
111218,2026-05-31,819590,1.30,16672
217376,2026-05-31,1883868,1.30,16672
132500,2026-05-31,57153,1.26,16672
190071,2026-05-31,179084,1.26,16672
269404,2026-05-31,238327,1.26,16672
100520,2026-05-31,244437,1.25,16672
100400,2026-05-31,1761111,1.24,16672
132331,2026-05-31,243250,1.19,16672
132892,2026-05-31,806598,1.19,16672
132523,2026-05-31,1639910,1.18,16672
280713,2026-05-31,2493601,1.18,16672
222055,2026-05-31,158928,1.17,16672
210258,2026-05-31,1343779,1.14,16672
219300,2026-05-31,1449167,1.11,16672
124742,2026-05-31,321369,1.09,16672
208766,2026-05-31,215000,1.07,16672
251940,2026-05-31,695732,1.05,16672
131162,2026-05-31,1549804,1.04,16672
132296,2026-05-31,266746,1.02,16672
100830,2026-05-31,281728,0.97,16672
215367,2026-05-31,1338402,0.96,16672
100171,2026-05-31,1223529,0.93,16672
132162,2026-05-31,1504708,0.93,16672
210174,2026-05-31,1430118,0.91,16672
112070,2026-05-31,815376,0.88,16672
124404,2026-05-31,2105951,0.87,16672
100620,2026-05-31,355877,0.85,16672
132187,2026-05-31,545853,0.84,16672
123367,2026-05-31,473325,0.82,16672
209078,2026-05-31,441211,0.81,16672
224880,2026-05-31,2281006,0.79,16672
113097,2026-05-31,606216,0.75,16672
209587,2026-05-31,1750538,0.69,16672
126299,2026-05-31,171661,0.65,16672
132375,2026-05-31,574769,0.64,16672
100295,2026-05-31,872913,0.52,16672
200082,2026-05-31,1363068,0.50,16672
132522,2026-05-31,1019801,0.46,16672
322918,2026-05-31,722000,0.46,16672
315970,2026-05-31,322460,0.38,16672
224849,2026-05-31,286894,0.35,16672
233156,2026-05-31,384468,0.33,16672
217126,2026-05-31,2038113,0.41,16672
324996,2026-05-31,2038113,0.41,16672
324997,2026-05-31,2038113,0.41,16672
226019,2026-05-31,2038113,0.41,16672
200155,2026-05-31,387231,0.00,16672
223658,2026-05-31,1101166,2.92,44511
190003,2026-05-31,4385469,2.55,44511
232793,2026-05-31,388565,2.45,44511
132504,2026-05-31,146465,2.10,44511
221033,2026-05-31,1376180,2.02,44511
208433,2026-05-31,628664,1.89,44511
208763,2026-05-31,117258,1.86,44511
287237,2026-05-31,16790741,1.84,44511
132210,2026-05-31,3390236,1.74,44511
229238,2026-05-31,590697,1.74,44511
301578,2026-05-31,1269253,1.65,44511
124404,2026-05-31,3206214,1.59,44511
222255,2026-05-31,547481,1.54,44511
289108,2026-05-31,1690612,1.54,44511
124742,2026-05-31,376835,1.53,44511
305799,2026-05-31,824570,1.42,44511
132375,2026-05-31,1059496,1.41,44511
242461,2026-05-31,1926980,1.41,44511
208766,2026-05-31,233443,1.39,44511
274038,2026-05-31,874323,1.34,44511
302427,2026-05-31,501085,1.32,44511
132667,2026-05-31,11259989,1.29,44511
215690,2026-05-31,391046,1.27,44511
220869,2026-05-31,581312,1.26,44511
105355,2026-05-31,533787,1.26,44511
269404,2026-05-31,196755,1.24,44511
100620,2026-05-31,425532,1.21,44511
122205,2026-05-31,1706028,1.21,44511
117168,2026-05-31,825138,1.20,44511
132757,2026-05-31,60248,1.15,44511
122113,2026-05-31,156665,1.14,44511
217757,2026-05-31,550725,1.14,44511
132892,2026-05-31,640796,1.13,44511
235506,2026-05-31,1000808,1.12,44511
132497,2026-05-31,149269,1.06,44511
200017,2026-05-31,337716,1.02,44511
267615,2026-05-31,368692,1.00,44511
106076,2026-05-31,266340,0.99,44511
237191,2026-05-31,726957,0.98,44511
200020,2026-05-31,735605,0.97,44511
294320,2026-05-31,617232,0.96,44511
290269,2026-05-31,234640,0.95,44511
217842,2026-05-31,816491,0.95,44511
280713,2026-05-31,1648114,0.93,44511
117569,2026-05-31,86971,0.92,44511
221842,2026-05-31,340209,0.89,44511
288451,2026-05-31,93777,0.87,44511
132809,2026-05-31,1641843,0.87,44511
132756,2026-05-31,946440,0.85,44511
209147,2026-05-31,360994,0.84,44511
100233,2026-05-31,387852,0.84,44511
213672,2026-05-31,928342,0.83,44511
218763,2026-05-31,254241,0.82,44511
100483,2026-05-31,204493,0.81,44511
132443,2026-05-31,71670,0.80,44511
132777,2026-05-31,389837,0.78,44511
100710,2026-05-31,120845,0.77,44511
224880,2026-05-31,1833131,0.77,44511
221194,2026-05-31,268009,0.74,44511
100067,2026-05-31,230206,0.74,44511
313296,2026-05-31,1104965,0.73,44511
215216,2026-05-31,39628,0.72,44511
113375,2026-05-31,347349,0.72,44511
119552,2026-05-31,1099772,0.71,44511
208727,2026-05-31,339064,0.70,44511
210036,2026-05-31,436840,0.70,44511
113519,2026-05-31,365333,0.69,44511
120111,2026-05-31,132648,0.68,44511
132644,2026-05-31,63452,0.66,44511
132732,2026-05-31,733266,0.64,44511
233156,2026-05-31,597345,0.62,44511
100238,2026-05-31,368375,0.61,44511
318597,2026-05-31,1133961,0.60,44511
221645,2026-05-31,388445,0.59,44511
301912,2026-05-31,356238,0.57,44511
316917,2026-05-31,1084239,0.53,44511
200515,2026-05-31,17501,0.52,44511
232353,2026-05-31,626684,0.51,44511
214179,2026-05-31,417367,0.51,44511
132522,2026-05-31,900000,0.49,44511
215584,2026-05-31,233422,0.47,44511
132221,2026-05-31,858927,0.46,44511
307329,2026-05-31,506107,0.46,44511
228049,2026-05-31,299074,0.46,44511
124372,2026-05-31,283362,0.45,44511
200094,2026-05-31,1094366,0.45,44511
132466,2026-05-31,21919,0.44,44511
104067,2026-05-31,410296,0.41,44511
251940,2026-05-31,218771,0.40,44511
277614,2026-05-31,146669,0.39,44511
317635,2026-05-31,1500000,0.37,44511
282626,2026-05-31,281146,0.33,44511
215477,2026-05-31,59596,0.33,44511
221554,2026-05-31,1209311,0.24,44511
207872,2026-05-31,80000,0.24,44511
303157,2026-05-31,154466,0.23,44511
109480,2026-05-31,213826,0.22,44511
121016,2026-05-31,334875,0.21,44511
132541,2026-05-31,71142,0.20,44511
123025,2026-05-31,64459,0.20,44511
207959,2026-05-31,114094,0.18,44511
105283,2026-05-31,55972,0.18,44511
132174,2026-05-31,1020000,2.60,3662
100034,2026-05-31,1395000,2.57,3662
252306,2026-05-31,4700000,2.39,3662
100180,2026-05-31,1450000,2.19,3662
100114,2026-05-31,196270,1.62,3662
100247,2026-05-31,1950000,1.52,3662
223595,2026-05-31,177500,1.46,3662
132541,2026-05-31,497500,1.44,3662
132454,2026-05-31,386000,1.43,3662
210590,2026-05-31,130000,1.37,3662
210072,2026-05-31,57000,1.33,3662
132777,2026-05-31,660000,1.33,3662
216156,2026-05-31,125000,1.03,3662
100251,2026-05-31,120000,1.03,3662
105200,2026-05-31,66000,0.96,3662
100520,2026-05-31,150500,0.93,3662
132500,2026-05-31,33000,0.88,3662
211337,2026-05-31,45500,0.88,3662
218763,2026-05-31,245000,0.80,3662
132830,2026-05-31,242000,0.78,3662
132331,2026-05-31,125000,0.74,3662
100420,2026-05-31,61000,0.55,3662
132488,2026-05-31,40000,0.54,3662
100331,2026-05-31,175000,0.53,3662
131642,2026-05-31,290000,0.48,3662
106076,2026-05-31,127500,0.48,3662
100790,2026-05-31,164000,0.47,3662
100820,2026-05-31,82000,0.44,3662
109480,2026-05-31,425000,0.43,3662
123642,2026-05-31,70709,0.40,3662
117354,2026-05-31,165876,0.40,3662
286335,2026-05-31,190000,0.38,3662
124494,2026-05-31,115000,0.36,3662
100387,2026-05-31,6800,0.35,3662
131768,2026-05-31,120794,0.33,3662
235355,2026-05-31,70000,0.32,3662
123395,2026-05-31,4700,0.31,3662
267615,2026-05-31,114000,0.31,3662
105790,2026-05-31,31500,0.26,3662
290269,2026-05-31,63000,0.26,3662
215367,2026-05-31,297000,0.26,3662
222255,2026-05-31,78000,0.22,3662
132827,2026-05-31,2800,0.22,3662
305013,2026-05-31,2600000,0.21,3662
211969,2026-05-31,130606,0.16,3662
297629,2026-05-31,166869,0.15,3662
233156,2026-05-31,136000,0.14,3662
209373,2026-05-31,149000,0.13,3662
100209,2026-05-31,30950,0.07,3662
100451,2026-05-31,425000,0.00,3662
130949,2026-05-31,340991,0.00,3662
217779,2026-05-31,685,0.00,3662
217786,2026-05-31,100000,0.00,3662
130031,2026-05-31,200000,0.00,3662
217783,2026-05-31,922500,0.00,3662
124067,2026-05-31,600000,0.00,3662
217803,2026-05-31,37,0.00,3662
213350,2026-05-31,1051111,0.00,3662
217789,2026-05-31,4288500,0.00,3662
102076,2026-05-31,100000,0.00,3662
217800,2026-05-31,1900,0.00,3662
114160,2026-05-31,398900,0.00,3662
217781,2026-05-31,320000,0.00,3662
124406,2026-05-31,100000,0.00,3662
100180,2026-05-31,1781065,2.88,3650
132174,2026-05-31,890089,2.43,3650
100209,2026-05-31,756173,1.91,3650
100510,2026-05-31,172774,1.53,3650
100325,2026-05-31,495849,1.42,3650
100875,2026-05-31,2099166,1.31,3650
132454,2026-05-31,291433,1.16,3650
132898,2026-05-31,1809388,1.14,3650
107685,2026-05-31,2283702,1.01,3650
209967,2026-05-31,916656,0.88,3650
111218,2026-05-31,382478,0.79,3650
100520,2026-05-31,116611,0.77,3650
132281,2026-05-31,296460,0.76,3650
100112,2026-05-31,358513,0.75,3650
217376,2026-05-31,781240,0.70,3650
132500,2026-05-31,22815,0.65,3650
100300,2026-05-31,84400,0.57,3650
124742,2026-05-31,122550,0.54,3650
100400,2026-05-31,586109,0.54,3650
219300,2026-05-31,530275,0.53,3650
124804,2026-05-31,164810,0.51,3650
132331,2026-05-31,80028,0.51,3650
131162,2026-05-31,573116,0.50,3650
100182,2026-05-31,45667,0.49,3650
280713,2026-05-31,778351,0.47,3650
222055,2026-05-31,48849,0.47,3650
113097,2026-05-31,283918,0.46,3650
132777,2026-05-31,210842,0.46,3650
100469,2026-05-31,693331,0.43,3650
100171,2026-05-31,421456,0.42,3650
200091,2026-05-31,401834,0.42,3650
224880,2026-05-31,916802,0.41,3650
123367,2026-05-31,178101,0.40,3650
103100,2026-05-31,104094,0.40,3650
132892,2026-05-31,206016,0.39,3650
132162,2026-05-31,490231,0.39,3650
242461,2026-05-31,492928,0.39,3650
209587,2026-05-31,759791,0.39,3650
251940,2026-05-31,194230,0.38,3650
132187,2026-05-31,189862,0.38,3650
124404,2026-05-31,695632,0.37,3650
210258,2026-05-31,334796,0.37,3650
132375,2026-05-31,254652,0.37,3650
190071,2026-05-31,38060,0.35,3650
100271,2026-05-31,89069,0.32,3650
132523,2026-05-31,331077,0.31,3650
210174,2026-05-31,369589,0.31,3650
100620,2026-05-31,91341,0.28,3650
100830,2026-05-31,62205,0.28,3650
200082,2026-05-31,571165,0.27,3650
112070,2026-05-31,184851,0.26,3650
322918,2026-05-31,294777,0.24,3650
315970,2026-05-31,155807,0.24,3650
209127,2026-05-31,139404,0.24,3650
132296,2026-05-31,45150,0.22,3650
100295,2026-05-31,267330,0.20,3650
224849,2026-05-31,125309,0.20,3650
200055,2026-05-31,235555,0.17,3650
233156,2026-05-31,142863,0.16,3650
100547,2026-05-31,25661,0.02,3650
126299,2026-05-31,1517,0.01,3650
324997,2026-05-31,733390,0.19,3650
226019,2026-05-31,733390,0.19,3650
217126,2026-05-31,733390,0.19,3650
324996,2026-05-31,733390,0.19,3650
123758,2026-05-31,47791,0.00,3650
100180,2026-05-31,1755188,3.03,3449
132174,2026-05-31,888345,2.59,3449
132454,2026-05-31,417129,1.77,3449
100325,2026-05-31,546711,1.67,3449
132215,2026-05-31,560753,1.67,3449
100034,2026-05-31,698015,1.47,3449
100209,2026-05-31,541894,1.46,3449
100470,2026-05-31,2709150,1.31,3449
132500,2026-05-31,36967,1.12,3449
132755,2026-05-31,246412,0.85,3449
132331,2026-05-31,117964,0.80,3449
211337,2026-05-31,35663,0.78,3449
100247,2026-05-31,838192,0.75,3449
221033,2026-05-31,431284,0.73,3449
103100,2026-05-31,172928,0.71,3449
100387,2026-05-31,11435,0.67,3449
100112,2026-05-31,295000,0.66,3449
100790,2026-05-31,196598,0.65,3449
217379,2026-05-31,153219,0.64,3449
100510,2026-05-31,63754,0.60,3449
215367,2026-05-31,596411,0.59,3449
252306,2026-05-31,947870,0.55,3449
280713,2026-05-31,824608,0.54,3449
216156,2026-05-31,56300,0.53,3449
223595,2026-05-31,55976,0.53,3449
132555,2026-05-31,546573,0.49,3449
117334,2026-05-31,1414429,0.48,3449
100800,2026-05-31,171552,0.47,3449
217389,2026-05-31,293164,0.40,3449
100820,2026-05-31,64354,0.40,3449
105200,2026-05-31,23850,0.40,3449
132830,2026-05-31,107339,0.39,3449
100233,2026-05-31,157503,0.39,3449
132424,2026-05-31,159023,0.38,3449
111243,2026-05-31,106338,0.38,3449
208727,2026-05-31,153473,0.36,3449
220018,2026-05-31,89823,0.36,3449
218763,2026-05-31,95304,0.36,3449
132898,2026-05-31,515446,0.35,3449
100114,2026-05-31,36000,0.34,3449
132541,2026-05-31,102009,0.34,3449
132540,2026-05-31,57697,0.30,3449
209373,2026-05-31,288050,0.30,3449
100049,2026-05-31,308524,0.29,3449
279664,2026-05-31,105054,0.29,3449
117354,2026-05-31,105556,0.29,3449
254493,2026-05-31,72817,0.29,3449
293862,2026-05-31,474036,0.28,3449
123642,2026-05-31,42808,0.28,3449
219300,2026-05-31,229009,0.24,3449
249927,2026-05-31,248848,0.23,3449
228465,2026-05-31,188137,0.22,3449
100067,2026-05-31,52866,0.19,3449
100182,2026-05-31,16623,0.19,3449
132375,2026-05-31,112734,0.17,3449
210850,2026-05-31,215694,0.15,3449
207952,2026-05-31,249401,0.14,3449
131642,2026-05-31,71370,0.14,3449
207861,2026-05-31,1404604,0.13,3449
100547,2026-05-31,156470,0.11,3449
100312,2026-05-31,175000,0.11,3449
100251,2026-05-31,9603,0.09,3449
131344,2026-05-31,75000,0.08,3449
322918,2026-05-31,1565,0.00,3449
217791,2026-05-31,100000,0.00,3449
119580,2026-05-31,169140,0.00,3449
100520,2026-05-31,1614940,12.74,3435
132500,2026-05-31,258455,8.79,3435
252306,2026-05-31,13273081,8.62,3435
105200,2026-05-31,419126,7.79,3435
200132,2026-05-31,251657,6.82,3435
132921,2026-05-31,1399964,6.54,3435
100182,2026-05-31,308832,3.92,3435
208361,2026-05-31,786342,3.92,3435
132343,2026-05-31,438430,3.81,3435
222055,2026-05-31,250430,2.86,3435
322918,2026-05-31,2519491,2.48,3435
100570,2026-05-31,2426191,2.48,3435
117334,2026-05-31,4992291,1.88,3435
305013,2026-05-31,18380293,1.86,3435
215477,2026-05-31,191057,1.35,3435
200515,2026-05-31,35223,1.34,3435
100530,2026-05-31,13437,1.27,3435
214179,2026-05-31,780857,1.23,3435
117168,2026-05-31,609824,1.14,3435
131344,2026-05-31,923752,1.11,3435
100877,2026-05-31,1027432,1.05,3435
105790,2026-05-31,83952,0.90,3435
209165,2026-05-31,502517,0.88,3435
218067,2026-05-31,973237,0.86,3435
132756,2026-05-31,707908,0.82,3435
100495,2026-05-31,107165,0.79,3435
100477,2026-05-31,1940584,0.78,3435
100290,2026-05-31,2325,0.74,3435
215216,2026-05-31,31603,0.74,3435
293862,2026-05-31,1107038,0.74,3435
100493,2026-05-31,118304,0.60,3435
212793,2026-05-31,385822,0.54,3435
102355,2026-05-31,90475,0.52,3435
237831,2026-05-31,724439,0.52,3435
209587,2026-05-31,715680,0.43,3435
100403,2026-05-31,193746,0.43,3435
322950,2026-05-31,64863,0.36,3435
100878,2026-05-31,41679,0.35,3435
225998,2026-05-31,162433,0.21,3435
100472,2026-05-31,44759,0.19,3435
280362,2026-05-31,517751,0.05,3435
100180,2026-05-31,4000000,8.05,3454
132174,2026-05-31,1550000,5.27,3454
100112,2026-05-31,1250000,3.26,3454
132755,2026-05-31,760000,3.05,3454
132454,2026-05-31,600000,2.97,3454
100520,2026-05-31,345000,2.84,3454
100247,2026-05-31,2600000,2.70,3454
132898,2026-05-31,3150000,2.48,3454
100209,2026-05-31,725000,2.28,3454
132500,2026-05-31,62000,2.20,3454
219300,2026-05-31,1650000,2.04,3454
100420,2026-05-31,170000,2.03,3454
132555,2026-05-31,1800000,1.88,3454
210036,2026-05-31,875000,1.87,3454
132540,2026-05-31,300000,1.83,3454
100087,2026-05-31,476661,1.81,3454
100470,2026-05-31,3200000,1.80,3454
100875,2026-05-31,2300000,1.78,3454
280713,2026-05-31,2300000,1.75,3454
100312,2026-05-31,2424514,1.74,3454
132215,2026-05-31,500000,1.74,3454
217379,2026-05-31,350000,1.70,3454
105200,2026-05-31,86000,1.67,3454
132331,2026-05-31,209969,1.66,3454
100049,2026-05-31,1450000,1.61,3454
126299,2026-05-31,260000,1.60,3454
100620,2026-05-31,410000,1.57,3454
221033,2026-05-31,775000,1.53,3454
132134,2026-05-31,2100000,1.52,3454
219494,2026-05-31,125000,1.45,3454
100096,2026-05-31,1200000,1.44,3454
235506,2026-05-31,890000,1.34,3454
132720,2026-05-31,1600000,1.31,3454
208661,2026-05-31,436602,1.29,3454
100710,2026-05-31,150404,1.28,3454
200132,2026-05-31,45000,1.27,3454
100680,2026-05-31,94219,1.17,3454
100547,2026-05-31,1425000,1.15,3454
132868,2026-05-31,700000,1.12,3454
132443,2026-05-31,72882,1.10,3454
100233,2026-05-31,300000,0.87,3454
208364,2026-05-31,90000,0.86,3454
131162,2026-05-31,797043,0.86,3454
322950,2026-05-31,145000,0.85,3454
