fincode,invdate,noshares,percent_aum,schemecode
320627,2026-05-31,214288,0.13,3631
117385,2026-05-31,23130,0.10,3631
100451,2026-05-31,132250,0.00,3631
217811,2026-05-31,869800,0.00,3631
123153,2026-05-31,525700,0.00,3631
114472,2026-05-31,170000,0.00,3631
117159,2026-05-31,110100,0.00,3631
100790,2026-05-31,495155,4.37,49528
100247,2026-05-31,1631743,3.89,49528
132174,2026-05-31,471146,3.67,49528
100049,2026-05-31,1422987,3.63,49528
100875,2026-05-31,2016811,3.59,49528
132540,2026-05-31,254597,3.57,49528
100180,2026-05-31,722111,3.34,49528
100209,2026-05-31,430039,3.10,49528
100114,2026-05-31,115881,2.93,49528
100825,2026-05-31,85107,2.75,49528
100830,2026-05-31,186646,2.39,49528
100188,2026-05-31,605251,2.38,49528
222055,2026-05-31,85853,2.35,49528
286335,2026-05-31,335106,2.05,49528
132281,2026-05-31,274415,2.02,49528
210072,2026-05-31,26429,1.89,49528
219300,2026-05-31,660116,1.88,49528
132667,2026-05-31,5223769,1.85,49528
100251,2026-05-31,70243,1.84,49528
100480,2026-05-31,48468,1.77,49528
100182,2026-05-31,57552,1.75,49528
131642,2026-05-31,329582,1.68,49528
132827,2026-05-31,7067,1.67,49528
219494,2026-05-31,61696,1.65,49528
208280,2026-05-31,91025,1.51,49528
211337,2026-05-31,23338,1.37,49528
210590,2026-05-31,40562,1.31,49528
132725,2026-05-31,11016,1.25,49528
100440,2026-05-31,160106,1.12,49528
208766,2026-05-31,57847,1.06,49528
100469,2026-05-31,564478,1.01,49528
100470,2026-05-31,783693,1.01,49528
208361,2026-05-31,83846,1.00,49528
132215,2026-05-31,120067,0.96,49528
105200,2026-05-31,20915,0.93,49528
100002,2026-05-31,20072,0.90,49528
132343,2026-05-31,42525,0.89,49528
111218,2026-05-31,147522,0.87,49528
210036,2026-05-31,168318,0.83,49528
100112,2026-05-31,137392,0.82,49528
100477,2026-05-31,846719,0.82,49528
209078,2026-05-31,111949,0.76,49528
208412,2026-05-31,233456,0.74,49528
211385,2026-05-31,62297,0.71,49528
132134,2026-05-31,345843,0.58,49528
100696,2026-05-31,39039,0.52,49528
132454,2026-05-31,45942,0.52,49528
221790,2026-05-31,25073,0.52,49528
226076,2026-05-31,111577,0.51,49528
100300,2026-05-31,26438,0.51,49528
132500,2026-05-31,6279,0.51,49528
100820,2026-05-31,30797,0.51,49528
242461,2026-05-31,226157,0.51,49528
124715,2026-05-31,45523,0.51,49528
132814,2026-05-31,97410,0.50,49528
132538,2026-05-31,7045,0.50,49528
218763,2026-05-31,48242,0.48,49528
100325,2026-05-31,57897,0.47,49528
100295,2026-05-31,215602,0.47,49528
208763,2026-05-31,9215,0.45,49528
100271,2026-05-31,40737,0.42,49528
190059,2026-05-31,35526,0.40,49528
131162,2026-05-31,158347,0.39,49528
108869,2026-05-31,7686,0.39,49528
100331,2026-05-31,42055,0.39,49528
190003,2026-05-31,211955,0.38,49528
132210,2026-05-31,219290,0.35,49528
100124,2026-05-31,41548,0.34,49528
132504,2026-05-31,7391,0.33,49528
132720,2026-05-31,162307,0.31,49528
132331,2026-05-31,16459,0.30,49528
100800,2026-05-31,40557,0.30,49528
223658,2026-05-31,36146,0.30,49528
100420,2026-05-31,8760,0.24,49528
287237,2026-05-31,684163,0.23,49528
200017,2026-05-31,23196,0.22,49528
100387,2026-05-31,1257,0.20,49528
100096,2026-05-31,69122,0.19,49528
100290,2026-05-31,217,0.17,49528
294320,2026-05-31,32211,0.15,49528
132466,2026-05-31,1833,0.11,49528
302921,2026-05-31,7274,0.10,49528
217126,2026-05-31,215602,0.16,49528
324996,2026-05-31,215602,0.16,49528
226019,2026-05-31,215602,0.16,49528
324997,2026-05-31,215602,0.16,49528
100180,2026-05-31,3075000,17.08,3439
132174,2026-05-31,1395000,13.08,3439
100112,2026-05-31,1248490,8.98,3439
132215,2026-05-31,820000,7.87,3439
100034,2026-05-31,1135000,7.69,3439
100247,2026-05-31,2550000,7.31,3439
111218,2026-05-31,767975,5.43,3439
211385,2026-05-31,277000,3.78,3439
205198,2026-05-31,246000,3.27,3439
287237,2026-05-31,6884317,2.79,3439
217379,2026-05-31,150000,2.01,3439
267615,2026-05-31,195000,1.95,3439
100271,2026-05-31,156000,1.95,3439
208766,2026-05-31,82000,1.81,3439
217389,2026-05-31,390000,1.73,3439
132134,2026-05-31,800000,1.60,3439
274038,2026-05-31,255468,1.46,3439
200055,2026-05-31,517500,1.30,3439
111243,2026-05-31,107516,1.23,3439
305799,2026-05-31,154682,0.99,3439
132187,2026-05-31,118468,0.81,3439
208364,2026-05-31,30000,0.79,3439
322541,2026-05-31,550000,0.76,3439
318597,2026-05-31,300000,0.59,3439
242461,2026-05-31,199979,0.54,3439
190003,2026-05-31,189000,0.41,3439
210174,2026-05-31,111860,0.32,3439
254493,2026-05-31,25000,0.32,3439
124715,2026-05-31,600000,8.87,3646
132488,2026-05-31,88814,4.87,3646
132331,2026-05-31,195295,4.70,3646
235355,2026-05-31,215251,3.98,3646
100257,2026-05-31,203834,3.80,3646
108869,2026-05-31,53000,3.56,3646
100124,2026-05-31,290000,3.11,3646
124742,2026-05-31,185000,3.08,3646
212427,2026-05-31,68000,3.07,3646
132843,2026-05-31,400000,3.05,3646
218071,2026-05-31,344969,2.74,3646
100126,2026-05-31,50000,2.49,3646
297629,2026-05-31,700000,2.48,3646
132296,2026-05-31,129558,2.42,3646
124494,2026-05-31,193000,2.42,3646
112529,2026-05-31,1096487,2.36,3646
228049,2026-05-31,373619,2.33,3646
124404,2026-05-31,1136431,2.30,3646
279664,2026-05-31,230000,2.25,3646
209147,2026-05-31,229623,2.19,3646
277614,2026-05-31,180626,1.97,3646
221033,2026-05-31,324473,1.94,3646
124804,2026-05-31,160000,1.88,3646
235506,2026-05-31,386904,1.77,3646
100087,2026-05-31,150000,1.73,3646
239342,2026-05-31,282368,1.72,3646
274045,2026-05-31,144162,1.64,3646
222255,2026-05-31,135000,1.55,3646
221645,2026-05-31,230137,1.44,3646
302427,2026-05-31,132328,1.42,3646
100680,2026-05-31,35774,1.35,3646
218763,2026-05-31,100000,1.32,3646
255003,2026-05-31,168824,1.16,3646
317079,2026-05-31,598666,1.14,3646
224849,2026-05-31,168623,1.02,3646
208099,2026-05-31,69279,0.97,3646
315602,2026-05-31,24168,0.91,3646
308020,2026-05-31,150000,0.78,3646
130019,2026-05-31,89675,0.73,3646
132523,2026-05-31,200000,0.70,3646
124372,2026-05-31,101402,0.66,3646
209373,2026-05-31,163132,0.59,3646
100180,2026-05-31,1122110,7.68,3450
132174,2026-05-31,597308,6.90,3450
132454,2026-05-31,264891,4.46,3450
100325,2026-05-31,351249,4.27,3450
132215,2026-05-31,338701,4.01,3450
100034,2026-05-31,438660,3.66,3450
100209,2026-05-31,341705,3.65,3450
100470,2026-05-31,1776885,3.40,3450
132500,2026-05-31,24205,2.92,3450
100247,2026-05-31,646065,2.28,3450
252306,2026-05-31,866365,2.00,3450
132755,2026-05-31,145769,1.99,3450
211337,2026-05-31,21448,1.87,3450
100112,2026-05-31,209622,1.86,3450
132331,2026-05-31,68178,1.84,3450
100510,2026-05-31,47998,1.80,3450
103100,2026-05-31,99575,1.62,3450
100387,2026-05-31,6702,1.56,3450
217379,2026-05-31,93943,1.55,3450
100790,2026-05-31,116354,1.52,3450
221033,2026-05-31,221757,1.49,3450
280713,2026-05-31,565215,1.46,3450
215367,2026-05-31,371151,1.46,3450
132555,2026-05-31,397786,1.42,3450
223595,2026-05-31,37864,1.41,3450
216156,2026-05-31,34244,1.28,3450
117334,2026-05-31,858216,1.15,3450
100800,2026-05-31,104268,1.13,3450
132540,2026-05-31,50503,1.05,3450
111243,2026-05-31,69325,0.98,3450
217389,2026-05-31,176321,0.96,3450
105200,2026-05-31,14587,0.96,3450
132830,2026-05-31,65168,0.95,3450
220018,2026-05-31,55445,0.87,3450
218763,2026-05-31,57588,0.85,3450
208727,2026-05-31,90076,0.85,3450
132541,2026-05-31,64832,0.85,3450
100114,2026-05-31,22500,0.84,3450
132424,2026-05-31,88591,0.84,3450
132898,2026-05-31,309809,0.83,3450
100233,2026-05-31,80284,0.79,3450
100049,2026-05-31,197080,0.74,3450
100820,2026-05-31,29427,0.72,3450
209373,2026-05-31,174851,0.71,3450
279664,2026-05-31,64470,0.70,3450
293862,2026-05-31,292607,0.69,3450
254493,2026-05-31,43848,0.69,3450
219300,2026-05-31,156006,0.66,3450
123642,2026-05-31,25705,0.66,3450
249927,2026-05-31,163025,0.60,3450
117354,2026-05-31,53848,0.58,3450
228465,2026-05-31,111840,0.51,3450
100067,2026-05-31,33933,0.50,3450
100182,2026-05-31,10154,0.46,3450
132375,2026-05-31,68960,0.42,3450
210850,2026-05-31,143796,0.40,3450
131344,2026-05-31,75000,0.32,3450
100312,2026-05-31,125000,0.31,3450
131642,2026-05-31,40085,0.30,3450
207952,2026-05-31,107662,0.24,3450
100251,2026-05-31,5151,0.20,3450
100547,2026-05-31,64318,0.18,3450
322918,2026-05-31,1173,0.00,3450
100325,2026-05-31,65900,0.93,210
100112,2026-05-31,90000,0.93,210
132215,2026-05-31,52500,0.72,210
100510,2026-05-31,16000,0.70,210
100103,2026-05-31,150650,0.67,210
100180,2026-05-31,75000,0.60,210
132755,2026-05-31,36450,0.58,210
296765,2026-05-31,1399,0.57,210
215584,2026-05-31,51636,0.55,210
132174,2026-05-31,40000,0.54,210
232793,2026-05-31,15500,0.52,210
123457,2026-05-31,6000,0.46,210
208766,2026-05-31,14625,0.46,210
100440,2026-05-31,37500,0.45,210
279527,2026-05-31,200000,0.45,210
132454,2026-05-31,22750,0.44,210
211385,2026-05-31,22500,0.44,210
132343,2026-05-31,12264,0.44,210
132488,2026-05-31,6000,0.43,210
209078,2026-05-31,36000,0.42,210
100114,2026-05-31,9500,0.41,210
100049,2026-05-31,90000,0.40,210
100520,2026-05-31,12000,0.39,210
100034,2026-05-31,40000,0.39,210
210590,2026-05-31,6900,0.38,210
132497,2026-05-31,10000,0.38,210
100825,2026-05-31,6750,0.38,210
228017,2026-05-31,28318,0.37,210
117569,2026-05-31,6389,0.36,210
286335,2026-05-31,33800,0.36,210
315904,2026-05-31,800000,0.35,210
287237,2026-05-31,567405,0.33,210
190003,2026-05-31,105000,0.32,210
274066,2026-05-31,75000,0.32,210
132500,2026-05-31,2250,0.32,210
100480,2026-05-31,5000,0.31,210
100247,2026-05-31,76000,0.31,210
322918,2026-05-31,70000,0.28,210
100271,2026-05-31,14800,0.26,210
242461,2026-05-31,64800,0.25,210
100209,2026-05-31,20000,0.25,210
317635,2026-05-31,171111,0.22,210
318571,2026-05-31,126409,0.22,210
111243,2026-05-31,12336,0.20,210
132215,2026-05-31,335528,5.25,35818
100180,2026-05-31,426074,3.86,35818
132454,2026-05-31,163185,3.63,35818
100300,2026-05-31,95117,3.61,35818
100520,2026-05-31,90837,3.36,35818
100112,2026-05-31,259474,3.04,35818
100247,2026-05-31,617790,2.88,35818
132500,2026-05-31,15750,2.51,35818
100510,2026-05-31,50215,2.49,35818
132174,2026-05-31,142437,2.17,35818
100034,2026-05-31,186043,2.05,35818
100325,2026-05-31,109503,1.76,35818
100228,2026-05-31,98550,1.53,35818
132898,2026-05-31,423232,1.49,35818
132540,2026-05-31,50920,1.40,35818
126371,2026-05-31,1228500,1.31,35818
100875,2026-05-31,360766,1.26,35818
100209,2026-05-31,88557,1.25,35818
211385,2026-05-31,52177,1.16,35818
132281,2026-05-31,73208,1.05,35818
107685,2026-05-31,416398,1.03,35818
124804,2026-05-31,59621,1.03,35818
217376,2026-05-31,200934,1.00,35818
111218,2026-05-31,85745,0.99,35818
132187,2026-05-31,88487,0.98,35818
132868,2026-05-31,131267,0.94,35818
132555,2026-05-31,195688,0.92,35818
209967,2026-05-31,159485,0.86,35818
100312,2026-05-31,265000,0.85,35818
219300,2026-05-31,149906,0.83,35818
200055,2026-05-31,197990,0.81,35818
222055,2026-05-31,14517,0.78,35818
100400,2026-05-31,150000,0.77,35818
100182,2026-05-31,12102,0.72,35818
205198,2026-05-31,30000,0.65,35818
217389,2026-05-31,83992,0.61,35818
322918,2026-05-31,130000,0.60,35818
100087,2026-05-31,34831,0.59,35818
100124,2026-05-31,35179,0.56,35818
219494,2026-05-31,10350,0.54,35818
105200,2026-05-31,5303,0.46,35818
132921,2026-05-31,20000,0.44,35818
100470,2026-05-31,133112,0.34,35818
100295,2026-05-31,65733,0.28,35818
100096,2026-05-31,11250,0.06,35818
226019,2026-05-31,115733,0.17,35818
324997,2026-05-31,115733,0.17,35818
324996,2026-05-31,115733,0.17,35818
217126,2026-05-31,115733,0.17,35818
252306,2026-05-31,2533222,8.38,48238
132777,2026-05-31,608555,7.99,48238
208763,2026-05-31,58287,6.06,48238
229238,2026-05-31,286592,5.53,48238
208883,2026-05-31,371794,5.49,48238
232793,2026-05-31,117123,4.84,48238
303157,2026-05-31,483469,4.76,48238
254493,2026-05-31,188203,4.23,48238
289108,2026-05-31,693663,4.14,48238
302988,2026-05-31,1079065,3.74,48238
215690,2026-05-31,162080,3.45,48238
132667,2026-05-31,4462257,3.36,48238
290269,2026-05-31,125451,3.34,48238
294320,2026-05-31,321609,3.28,48238
122205,2026-05-31,642535,2.99,48238
301912,2026-05-31,282644,2.98,48238
229414,2026-05-31,738667,2.71,48238
221554,2026-05-31,1881256,2.49,48238
213672,2026-05-31,414828,2.42,48238
313296,2026-05-31,528594,2.29,48238
232592,2026-05-31,494687,2.11,48238
293862,2026-05-31,493747,1.68,48238
303322,2026-05-31,150524,1.63,48238
268618,2026-05-31,28714,1.30,48238
215584,2026-05-31,94208,1.25,48238
284232,2026-05-31,228597,1.12,48238
320350,2026-05-31,565296,0.90,48238
323093,2026-05-31,184655,0.45,48238
100440,2026-05-31,395809,5.94,47577
100470,2026-05-31,2042939,5.66,47577
132555,2026-05-31,1066035,5.50,47577
219300,2026-05-31,859137,5.24,47577
100312,2026-05-31,1473167,5.21,47577
100300,2026-05-31,122618,5.10,47577
100570,2026-05-31,962937,5.06,47577
132898,2026-05-31,1301570,5.04,47577
100112,2026-05-31,357551,4.60,47577
100547,2026-05-31,788600,3.13,47577
132810,2026-05-31,547978,3.13,47577
130965,2026-05-31,1665217,3.11,47577
100295,2026-05-31,574926,2.70,47577
100104,2026-05-31,433661,2.28,47577
132234,2026-05-31,357308,2.02,47577
100113,2026-05-31,705153,1.92,47577
221033,2026-05-31,194792,1.89,47577
132134,2026-05-31,509945,1.82,47577
132155,2026-05-31,829842,1.82,47577
200055,2026-05-31,388137,1.75,47577
132187,2026-05-31,143266,1.75,47577
126371,2026-05-31,1405283,1.65,47577
132483,2026-05-31,856492,1.49,47577
100469,2026-05-31,357801,1.38,47577
112070,2026-05-31,155062,1.33,47577
132805,2026-05-31,423369,1.27,47577
132477,2026-05-31,561753,1.26,47577
132461,2026-05-31,875738,1.24,47577
200091,2026-05-31,150007,0.95,47577
100620,2026-05-31,49292,0.93,47577
132522,2026-05-31,216565,0.78,47577
132814,2026-05-31,66057,0.73,47577
190003,2026-05-31,187377,0.72,47577
132149,2026-05-31,340014,0.63,47577
100253,2026-05-31,87107,0.62,47577
100084,2026-05-31,248839,0.60,47577
279527,2026-05-31,212026,0.59,47577
100770,2026-05-31,57467,0.58,47577
200048,2026-05-31,1909724,0.54,47577
105537,2026-05-31,418443,0.52,47577
209068,2026-05-31,108065,0.50,47577
132525,2026-05-31,439490,0.46,47577
200039,2026-05-31,1183687,0.44,47577
104973,2026-05-31,20299,0.43,47577
100294,2026-05-31,203567,0.41,47577
100085,2026-05-31,57828,0.36,47577
220741,2026-05-31,151447,0.36,47577
131213,2026-05-31,81919,0.36,47577
100390,2026-05-31,238934,0.20,47577
208661,2026-05-31,13003,0.19,47577
217126,2026-05-31,554562,0.89,47577
324996,2026-05-31,554562,0.89,47577
324997,2026-05-31,554562,0.89,47577
226019,2026-05-31,554562,0.89,47577
100520,2026-05-31,198514,9.11,3581
252306,2026-05-31,2293619,8.66,3581
100114,2026-05-31,110243,6.77,3581
132454,2026-05-31,236300,6.51,3581
132500,2026-05-31,30671,6.07,3581
105200,2026-05-31,41588,4.50,3581
100251,2026-05-31,68062,4.33,3581
100875,2026-05-31,733363,3.17,3581
132343,2026-05-31,57310,2.90,3581
211337,2026-05-31,19302,2.76,3581
100800,2026-05-31,155000,2.75,3581
223595,2026-05-31,45000,2.75,3581
100696,2026-05-31,77000,2.50,3581
100790,2026-05-31,106935,2.29,3581
100182,2026-05-31,30370,2.24,3581
103100,2026-05-31,75550,2.02,3581
209550,2026-05-31,215000,1.71,3581
215367,2026-05-31,255000,1.64,3581
100180,2026-05-31,144500,1.62,3581
279664,2026-05-31,90000,1.61,3581
132777,2026-05-31,101220,1.52,3581
210072,2026-05-31,8660,1.50,3581
208727,2026-05-31,91147,1.41,3581
117354,2026-05-31,79000,1.40,3581
100034,2026-05-31,101800,1.39,3581
254493,2026-05-31,54263,1.39,3581
132375,2026-05-31,135082,1.35,3581
317635,2026-05-31,725488,1.33,3581
200020,2026-05-31,126073,1.24,3581
109480,2026-05-31,162000,1.22,3581
237191,2026-05-31,119150,1.20,3581
132432,2026-05-31,61700,1.18,3581
100331,2026-05-31,49660,1.11,3581
100067,2026-05-31,45800,1.10,3581
209232,2026-05-31,108404,1.06,3581
132830,2026-05-31,40000,0.95,3581
221033,2026-05-31,71253,0.78,3581
208607,2026-05-31,30862,0.71,3581
228465,2026-05-31,83705,0.62,3581
100790,2026-05-31,235735,5.96,49144
100049,2026-05-31,729296,5.33,49144
100696,2026-05-31,128921,4.94,49144
219300,2026-05-31,574521,4.68,49144
200132,2026-05-31,23660,4.40,49144
100480,2026-05-31,40371,4.22,49144
100825,2026-05-31,44450,4.12,49144
100830,2026-05-31,112218,4.11,49144
100820,2026-05-31,81076,3.85,49144
100875,2026-05-31,742289,3.79,49144
100209,2026-05-31,181146,3.74,49144
132281,2026-05-31,176197,3.71,49144
132540,2026-05-31,91462,3.68,49144
210072,2026-05-31,17225,3.53,49144
219494,2026-05-31,45496,3.48,49144
131642,2026-05-31,233274,3.41,49144
208280,2026-05-31,71070,3.38,49144
100188,2026-05-31,277925,3.13,49144
211337,2026-05-31,18308,3.09,49144
100182,2026-05-31,34305,2.99,49144
132827,2026-05-31,4072,2.77,49144
100331,2026-05-31,100672,2.66,49144
210590,2026-05-31,28359,2.62,49144
132466,2026-05-31,13509,2.39,49144
219700,2026-05-31,42481,1.86,49144
216156,2026-05-31,25474,1.84,49144
117354,2026-05-31,84978,1.78,49144
208412,2026-05-31,177602,1.61,49144
100408,2026-05-31,19289,1.47,49144
294320,2026-05-31,84665,1.16,49144
100331,2026-05-31,138854,4.24,46409
100790,2026-05-31,131522,3.85,46409
100180,2026-05-31,249952,3.83,46409
100387,2026-05-31,7155,3.72,46409
132174,2026-05-31,143836,3.72,46409
131642,2026-05-31,218930,3.70,46409
100820,2026-05-31,66466,3.65,46409
100300,2026-05-31,55917,3.59,46409
132538,2026-05-31,14915,3.51,46409
100696,2026-05-31,78703,3.47,46409
108869,2026-05-31,20624,3.47,46409
100510,2026-05-31,40804,3.42,46409
100410,2026-05-31,116411,3.35,46409
100087,2026-05-31,116395,3.35,46409
132555,2026-05-31,418995,3.33,46409
132454,2026-05-31,88193,3.32,46409
211385,2026-05-31,86670,3.26,46409
124715,2026-05-31,86583,3.21,46409
100875,2026-05-31,539024,3.18,46409
219300,2026-05-31,333894,3.14,46409
100114,2026-05-31,37186,3.12,46409
217389,2026-05-31,252407,3.09,46409
132500,2026-05-31,11440,3.09,46409
100325,2026-05-31,112679,3.06,46409
100124,2026-05-31,112947,3.03,46409
100096,2026-05-31,329182,3.00,46409
100112,2026-05-31,145422,2.88,46409
100825,2026-05-31,26595,2.84,46409
132540,2026-05-31,60228,2.79,46409
132478,2026-05-31,94180,2.56,46409
100112,2026-05-31,67617,1.82,48027
132174,2026-05-31,49335,1.73,48027
291768,2026-05-31,117000,1.70,48027
317106,2026-05-31,55000,1.63,48027
100124,2026-05-31,40000,1.45,48027
100470,2026-05-31,250000,1.45,48027
100180,2026-05-31,63000,1.31,48027
221842,2026-05-31,35551,1.28,48027
208364,2026-05-31,12800,1.26,48027
132538,2026-05-31,3845,1.23,48027
132768,2026-05-31,17600,1.10,48027
132921,2026-05-31,21000,1.06,48027
100520,2026-05-31,11000,0.93,48027
303180,2026-05-31,12157,0.92,48027
130655,2026-05-31,24000,0.87,48027
208766,2026-05-31,9500,0.78,48027
132134,2026-05-31,100000,0.75,48027
213327,2026-05-31,131000,0.74,48027
232793,2026-05-31,8500,0.74,48027
207901,2026-05-31,6400,0.74,48027
100114,2026-05-31,6000,0.68,48027
132755,2026-05-31,16400,0.68,48027
132541,2026-05-31,17000,0.67,48027
100247,2026-05-31,62000,0.66,48027
108869,2026-05-31,2850,0.65,48027
100325,2026-05-31,17500,0.64,48027
132454,2026-05-31,12000,0.61,48027
219494,2026-05-31,5000,0.60,48027
132898,2026-05-31,72500,0.59,48027
100295,2026-05-31,59600,0.59,48027
111218,2026-05-31,22000,0.58,48027
100038,2026-05-31,40000,0.57,48027
100049,2026-05-31,50000,0.57,48027
200132,2026-05-31,1875,0.55,48027
132810,2026-05-31,42732,0.51,48027
210036,2026-05-31,22000,0.49,48027
208280,2026-05-31,6500,0.48,48027
132814,2026-05-31,20000,0.46,48027
109243,2026-05-31,4068,0.44,48027
100875,2026-05-31,42063,0.34,48027
313583,2026-05-31,10000,0.31,48027
222264,2026-05-31,15000,0.20,48027
324996,2026-05-31,59600,0.62,48027
217126,2026-05-31,59600,0.13,48027
324997,2026-05-31,59600,0.03,48027
226019,2026-05-31,59600,0.02,48027
100180,2026-05-31,96020,2.84,30400
132174,2026-05-31,43400,2.17,30400
100325,2026-05-31,39400,2.07,30400
100510,2026-05-31,11095,1.80,30400
132500,2026-05-31,2830,1.48,30400
100112,2026-05-31,38400,1.47,30400
132215,2026-05-31,24600,1.26,30400
132538,2026-05-31,2650,1.21,30400
100440,2026-05-31,24800,1.11,30400
100247,2026-05-31,70000,1.07,30400
100209,2026-05-31,22620,1.04,30400
100034,2026-05-31,26000,0.94,30400
320350,2026-05-31,180301,0.86,30400
122113,2026-05-31,5780,0.83,30400
226611,2026-05-31,153000,0.79,30400
100411,2026-05-31,3900,0.77,30400
105790,2026-05-31,4250,0.70,30400
106076,2026-05-31,9309,0.68,30400
200515,2026-05-31,1150,0.67,30400
100820,2026-05-31,6300,0.67,30400
205198,2026-05-31,9200,0.65,30400
214179,2026-05-31,25500,0.62,30400
100331,2026-05-31,10000,0.59,30400
132343,2026-05-31,4350,0.58,30400
132504,2026-05-31,2000,0.57,30400
117174,2026-05-31,400,0.56,30400
268618,2026-05-31,4050,0.55,30400
100850,2026-05-31,21000,0.55,30400
132779,2026-05-31,9600,0.54,30400
215367,2026-05-31,31600,0.54,30400
109480,2026-05-31,26000,0.52,30400
100038,2026-05-31,25000,0.51,30400
220018,2026-05-31,7500,0.51,30400
132488,2026-05-31,1900,0.50,30400
100233,2026-05-31,11700,0.50,30400
100002,2026-05-31,1728,0.50,30400
100575,2026-05-31,10000,0.49,30400
132827,2026-05-31,320,0.49,30400
215477,2026-05-31,4450,0.48,30400
302988,2026-05-31,43392,0.45,30400
208238,2026-05-31,6100,0.43,30400
222055,2026-05-31,2400,0.42,30400
132868,2026-05-31,17500,0.41,30400
216156,2026-05-31,2500,0.40,30400
210258,2026-05-31,20000,0.40,30400
218756,2026-05-31,15000,0.40,30400
113375,2026-05-31,9300,0.38,30400
100133,2026-05-31,1454,0.38,30400
317832,2026-05-31,137780,0.34,30400
113519,2026-05-31,8339,0.31,30400
100480,2026-05-31,18928,4.57,45718
100830,2026-05-31,52312,4.43,45718
208280,2026-05-31,35814,3.94,45718
131642,2026-05-31,109680,3.70,45718
210072,2026-05-31,7521,3.56,45718
211337,2026-05-31,8575,3.34,45718
100182,2026-05-31,16226,3.27,45718
132827,2026-05-31,1898,2.98,45718
210590,2026-05-31,13676,2.92,45718
132466,2026-05-31,6298,2.58,45718
209078,2026-05-31,55886,2.53,45718
100459,2026-05-31,5946,2.36,45718
117569,2026-05-31,10770,2.33,45718
126371,2026-05-31,629026,2.27,45718
214179,2026-05-31,87551,2.19,45718
212427,2026-05-31,9457,2.14,45718
221790,2026-05-31,15289,2.10,45718
132259,2026-05-31,3716,2.00,45718
132541,2026-05-31,33288,1.94,45718
100488,2026-05-31,1740,1.92,45718
132525,2026-05-31,579639,1.89,45718
100660,2026-05-31,20462,1.86,45718
132522,2026-05-31,160519,1.79,45718
109930,2026-05-31,12170,1.77,45718
269404,2026-05-31,13728,1.77,45718
190059,2026-05-31,23445,1.76,45718
123642,2026-05-31,14914,1.70,45718
126299,2026-05-31,18154,1.69,45718
228974,2026-05-31,36943,1.68,45718
132830,2026-05-31,25594,1.66,45718
132331,2026-05-31,13339,1.61,45718
105790,2026-05-31,9427,1.60,45718
100408,2026-05-31,9055,1.59,45718
132683,2026-05-31,8503,1.57,45718
208412,2026-05-31,70876,1.48,45718
106395,2026-05-31,20366,1.47,45718
109480,2026-05-31,70175,1.44,45718
102355,2026-05-31,15037,1.36,45718
100092,2026-05-31,7828,1.27,45718
132889,2026-05-31,30792,1.22,45718
132892,2026-05-31,33326,1.20,45718
123395,2026-05-31,893,1.20,45718
294320,2026-05-31,37012,1.17,45718
100163,2026-05-31,12152,1.14,45718
132514,2026-05-31,165604,1.09,45718
268618,2026-05-31,7710,1.09,45718
117174,2026-05-31,708,1.03,45718
212705,2026-05-31,19753,0.98,45718
249927,2026-05-31,58116,0.96,45718
209373,2026-05-31,42090,0.76,45718
132215,2026-05-31,332020,20.70,49146
100247,2026-05-31,1079461,20.10,49146
132174,2026-05-31,328346,19.99,49146
100180,2026-05-31,537100,19.38,49146
100469,2026-05-31,389736,5.46,49146
132187,2026-05-31,104273,4.62,49146
278580,2026-05-31,1048834,3.62,49146
132648,2026-05-31,2780406,3.12,49146
209068,2026-05-31,95546,1.60,49146
279527,2026-05-31,141102,1.42,49146
100180,2026-05-31,325285,12.80,46317
132174,2026-05-31,152809,10.14,46317
100325,2026-05-31,144453,10.08,46317
132454,2026-05-31,60867,5.88,46317
100510,2026-05-31,24963,5.38,46317
100209,2026-05-31,74458,4.56,46317
100112,2026-05-31,88679,4.52,46317
132215,2026-05-31,61024,4.15,46317
100247,2026-05-31,157135,3.19,46317
100875,2026-05-31,205966,3.12,46317
100520,2026-05-31,19115,3.06,46317
100034,2026-05-31,57123,2.73,46317
132540,2026-05-31,21628,2.57,46317
124715,2026-05-31,23050,2.19,46317
100696,2026-05-31,19061,2.16,46317
132555,2026-05-31,101437,2.07,46317
252306,2026-05-31,152459,2.02,46317
132500,2026-05-31,2819,1.95,46317
100470,2026-05-31,175897,1.94,46317
100114,2026-05-31,8719,1.88,46317
100049,2026-05-31,76468,1.66,46317
132538,2026-05-31,2516,1.52,46317
132921,2026-05-31,15740,1.50,46317
132898,2026-05-31,97294,1.49,46317
132281,2026-05-31,22594,1.41,46317
100820,2026-05-31,9625,1.36,46317
205198,2026-05-31,11960,1.13,46317
222055,2026-05-31,4787,1.11,46317
132755,2026-05-31,13596,1.07,46317
100251,2026-05-31,4705,1.05,46317
132725,2026-05-31,1440,1.58,15378
207901,2026-05-31,5670,1.42,15378
132174,2026-05-31,18000,1.36,15378
100325,2026-05-31,16200,1.29,15378
252306,2026-05-31,72900,1.10,15378
219300,2026-05-31,38700,1.07,15378
208766,2026-05-31,5490,0.98,15378
100875,2026-05-31,55800,0.97,15378
209078,2026-05-31,12780,0.85,15378
311742,2026-05-31,6000,0.79,15378
132921,2026-05-31,7200,0.78,15378
211337,2026-05-31,1350,0.77,15378
132497,2026-05-31,3600,0.76,15378
