fincode,invdate,percent_aum,schemecode
217287,2025-03-31,2.47,46881
293680,2025-03-31,0.25,48582
217639,2025-03-31,0.00,48582
217287,2025-03-31,1.89,48582
293680,2025-03-31,0.27,45428
217639,2025-03-31,0.55,45428
217287,2025-03-31,2.27,45428
218038,2025-03-31,0.07,47405
217287,2025-03-31,2.61,47405
293680,2025-03-31,2.11,45498
217287,2025-03-31,0.65,45498
217287,2025-03-31,0.43,47273
217287,2025-03-31,4.33,47587
293680,2025-03-31,1.30,30401
217287,2025-03-31,2.38,30401
293680,2025-03-31,0.31,46433
217639,2025-03-31,0.00,46433
217287,2025-03-31,2.54,46433
207979,2025-03-31,1.95,25569
217287,2025-03-31,2.07,25569
218038,2025-03-31,3.68,15378
217287,2025-03-31,4.36,15378
207979,2025-03-31,2.94,21922
217641,2025-03-31,2.67,21922
217287,2025-03-31,-0.25,21922
217287,2025-03-31,3.11,40967
217287,2025-03-31,-5.98,45360
293680,2025-03-31,0.45,47712
217287,2025-03-31,2.55,47712
207979,2025-03-31,88.02,48051
217287,2025-03-31,-0.03,48051
207979,2025-03-31,1.04,45632
217287,2025-03-31,6.20,45632
293680,2025-03-31,3.25,45607
217287,2025-03-31,2.73,45607
293680,2025-03-31,1.32,47541
217287,2025-03-31,0.34,47541
207979,2025-03-31,1.41,116
217287,2025-03-31,3.03,116
293680,2025-03-31,4.43,46672
217287,2025-03-31,0.38,46672
207979,2025-03-31,1.60,47592
217287,2025-03-31,2.03,47592
207979,2025-03-31,2.74,34742
217287,2025-03-31,-6.55,34742
293680,2025-03-31,11.92,24807
217287,2025-03-31,2.53,24807
217287,2025-03-31,-9.49,49468
293680,2025-03-31,98.57,48295
217287,2025-03-31,1.43,48295
293680,2025-03-31,3.28,47381
217287,2025-03-31,1.44,47381
293680,2025-03-31,0.63,47642
217287,2025-03-31,0.23,47642
293680,2025-03-31,1.24,5842
217287,2025-03-31,0.46,5842
207979,2025-03-31,1.92,47075
217641,2025-03-31,2.18,47075
217287,2025-03-31,0.02,47075
293680,2025-03-31,4.67,17166
217639,2025-03-31,0.04,17166
217287,2025-03-31,0.95,17166
293680,2025-03-31,4.69,46212
217639,2025-03-31,0.00,46212
217287,2025-03-31,0.97,46212
293680,2025-03-31,15.17,46587
217287,2025-03-31,0.28,46587
293680,2025-03-31,1.74,925
217287,2025-03-31,0.03,925
207979,2025-03-31,2.64,43840
217287,2025-03-31,-0.26,43840
207979,2025-03-31,5.33,46711
217287,2025-03-31,-0.44,46711
217640,2025-03-31,12.17,3373
293680,2025-03-31,2.66,39956
217287,2025-03-31,0.10,39956
293680,2025-03-31,2.12,1458
217287,2025-03-31,-0.05,1458
293680,2025-03-31,4.41,21522
217287,2025-03-31,2.77,21522
293680,2025-03-31,6.51,45660
217287,2025-03-31,1.61,45660
293680,2025-03-31,101.13,47327
217287,2025-03-31,-1.13,47327
293680,2025-03-31,4.08,45915
217287,2025-03-31,0.69,45915
207979,2025-03-31,9.17,46226
217287,2025-03-31,2.31,46226
293680,2025-03-31,0.99,37428
217287,2025-03-31,3.26,37428
293680,2025-03-31,0.47,538
217287,2025-03-31,2.82,538
207979,2025-03-31,0.38,49393
217641,2025-03-31,2.93,49393
217287,2025-03-31,-0.00,49393
207979,2025-03-31,1.65,47430
217641,2025-03-31,1.87,47430
217287,2025-03-31,0.18,47430
293680,2025-03-31,0.14,47232
217287,2025-03-31,-0.01,47232
293680,2025-03-31,3.01,45620
217287,2025-03-31,1.50,45620
217287,2025-03-31,3.68,15502
293680,2025-03-31,4.08,46221
217287,2025-03-31,2.04,46221
293680,2025-03-31,8.58,32627
217287,2025-03-31,-2.14,32627
207979,2025-03-31,98.42,46777
217287,2025-03-31,1.58,46777
293680,2025-03-31,1.83,7792
217287,2025-03-31,2.64,7792
293680,2025-03-31,5.14,47345
217287,2025-03-31,1.85,47345
293680,2025-03-31,3.42,47638
217287,2025-03-31,1.15,47638
293680,2025-03-31,12.34,2748
217287,2025-03-31,0.97,2748
207979,2025-03-31,2.09,47387
217287,2025-03-31,1.76,47387
293680,2025-03-31,2.24,45842
217287,2025-03-31,0.32,45842
293680,2025-03-31,1.21,47629
217639,2025-03-31,0.00,47629
217287,2025-03-31,2.70,47629
293680,2025-03-31,19.46,542
217287,2025-03-31,3.90,542
293680,2025-03-31,6.19,23504
217287,2025-03-31,2.74,23504
207979,2025-03-31,26.70,48954
217287,2025-03-31,0.29,48954
293680,2025-03-31,6.40,45525
217287,2025-03-31,0.59,45525
293680,2025-03-31,0.93,36556
217287,2025-03-31,2.63,36556
207979,2025-03-31,2.36,7012
217287,2025-03-31,2.90,7012
207979,2025-03-31,2.37,46751
217287,2025-03-31,3.73,46751
217287,2025-03-31,2.61,47733
293680,2025-03-31,4.94,8465
217639,2025-03-31,0.01,8465
217287,2025-03-31,1.36,8465
207979,2025-03-31,2.07,48450
217287,2025-03-31,2.36,48450
218038,2025-03-31,1.75,7456
293680,2025-03-31,1.35,7456
217287,2025-03-31,1.91,7456
293680,2025-03-31,0.03,47822
217639,2025-03-31,0.00,47822
217287,2025-03-31,-0.02,47822
207979,2025-03-31,1.87,48214
217287,2025-03-31,2.09,48214
207979,2025-03-31,1.10,49254
217287,2025-03-31,4.09,49254
293680,2025-03-31,0.36,46213
217639,2025-03-31,0.00,46213
217287,2025-03-31,1.60,46213
293680,2025-03-31,2.19,34304
217287,2025-03-31,-0.15,34304
293680,2025-03-31,10.51,30390
217287,2025-03-31,11.85,30390
293680,2025-03-31,3.22,49221
217639,2025-03-31,0.00,49221
217287,2025-03-31,2.68,49221
218038,2025-03-31,4.88,45375
217287,2025-03-31,1.73,45375
293680,2025-03-31,3.99,25670
217287,2025-03-31,1.97,25670
293680,2025-03-31,1.37,17242
217287,2025-03-31,-0.47,17242
207979,2025-03-31,2.28,15247
217287,2025-03-31,2.86,15247
293680,2025-03-31,3.59,17249
217287,2025-03-31,3.58,17249
217287,2025-03-31,2.03,45196
293680,2025-03-31,12.71,21911
217639,2025-03-31,0.03,21911
217287,2025-03-31,1.96,21911
207979,2025-03-31,0.77,47799
217287,2025-03-31,2.33,47799
217287,2025-03-31,-0.03,47962
207979,2025-03-31,0.40,46999
217641,2025-03-31,1.89,46999
217287,2025-03-31,-0.01,46999
218038,2025-03-31,0.34,47436
217287,2025-03-31,2.54,47436
293680,2025-03-31,2.94,12836
217287,2025-03-31,-2.47,12836
207979,2025-03-31,1.11,854
217287,2025-03-31,3.46,854
293680,2025-03-31,1.60,47038
217287,2025-03-31,1.86,47038
293680,2025-03-31,0.41,47899
217287,2025-03-31,2.58,47899
207979,2025-03-31,0.41,49045
217287,2025-03-31,3.21,49045
293680,2025-03-31,1.85,2124
217287,2025-03-31,0.25,2124
293680,2025-03-31,1.85,2126
217287,2025-03-31,0.25,2126
207979,2025-03-31,2.89,49205
217287,2025-03-31,4.30,49205
293680,2025-03-31,0.30,2133
217287,2025-03-31,-0.22,2133
293680,2025-03-31,2.94,41330
217287,2025-03-31,-0.97,41330
207979,2025-03-31,0.28,49624
217641,2025-03-31,3.92,49624
217287,2025-03-31,-0.20,49624
293680,2025-03-31,1.44,47764
217287,2025-03-31,0.62,47764
207979,2025-03-31,0.74,48411
217287,2025-03-31,1.08,48411
293680,2025-03-31,5.27,25668
217287,2025-03-31,1.27,25668
217287,2025-03-31,-0.50,49366
207979,2025-03-31,0.03,47568
217287,2025-03-31,0.33,47568
293680,2025-03-31,0.05,47782
217287,2025-03-31,-0.02,47782
293680,2025-03-31,1.45,16032
217287,2025-03-31,2.14,16032
217285,2025-03-31,3.29,40695
293680,2025-03-31,2.35,40695
217287,2025-03-31,2.10,40695
217285,2025-03-31,84.38,42560
293680,2025-03-31,0.10,42560
217287,2025-03-31,-0.16,42560
207979,2025-03-31,0.32,47409
217287,2025-03-31,3.22,47409
207979,2025-03-31,2.93,47113
217287,2025-03-31,0.81,47113
217287,2025-03-31,4.42,47369
217285,2025-03-31,2.87,45310
293680,2025-03-31,0.68,45310
217287,2025-03-31,2.49,45310
207979,2025-03-31,0.82,47848
217287,2025-03-31,3.13,47848
293680,2025-03-31,0.68,46914
217639,2025-03-31,0.00,46914
217287,2025-03-31,1.60,46914
293680,2025-03-31,0.18,49505
217639,2025-03-31,0.00,49505
217287,2025-03-31,0.59,49505
293680,2025-03-31,2.67,47763
217287,2025-03-31,1.72,47763
293680,2025-03-31,2.43,49222
217639,2025-03-31,0.00,49222
217287,2025-03-31,3.74,49222
293680,2025-03-31,0.50,47794
217287,2025-03-31,2.09,47794
293680,2025-03-31,0.24,16034
217287,2025-03-31,0.19,16034
207979,2025-03-31,2.56,23158
217287,2025-03-31,3.92,23158
293680,2025-03-31,7.29,7569
217287,2025-03-31,1.99,7569
293680,2025-03-31,1.22,43259
217639,2025-03-31,0.00,43259
217287,2025-03-31,2.63,43259
293680,2025-03-31,4.53,47688
217287,2025-03-31,0.64,47688
217639,2025-03-31,20.59,8544
207979,2025-03-31,2.27,38110
217287,2025-03-31,2.31,38110
207979,2025-03-31,0.99,43843
217287,2025-03-31,1.29,43843
207979,2025-03-31,99.24,49128
217287,2025-03-31,-0.07,49128
217287,2025-03-31,0.65,47684
207979,2025-03-31,99.63,47722
217287,2025-03-31,0.37,47722
293680,2025-03-31,2.92,46440
217287,2025-03-31,1.41,46440
207979,2025-03-31,99.17,46969
217287,2025-03-31,0.83,46969
293680,2025-03-31,0.07,47212
217639,2025-03-31,0.00,47212
217287,2025-03-31,-0.02,47212
293680,2025-03-31,2.80,46876
217287,2025-03-31,2.47,46876
207979,2025-03-31,0.59,47220
217287,2025-03-31,1.73,47220
217287,2025-03-31,1.59,46882
293680,2025-03-31,0.73,47756
217287,2025-03-31,1.37,47756
293680,2025-03-31,3.06,2142
217287,2025-03-31,-0.46,2142
293680,2025-03-31,1.25,47769
217287,2025-03-31,1.70,47769
217640,2025-03-31,15.94,48952
293680,2025-03-31,3.63,1432
217287,2025-03-31,-0.24,1432
293680,2025-03-31,7.30,43396
217287,2025-03-31,-1.13,43396
293680,2025-03-31,3.09,43205
217287,2025-03-31,0.42,43205
293680,2025-03-31,1.40,45003
217287,2025-03-31,3.67,45003
293680,2025-03-31,12.63,45739
217287,2025-03-31,1.59,45739
207979,2025-03-31,0.96,49126
217287,2025-03-31,9.32,49126
217287,2025-03-31,0.02,49368
207979,2025-03-31,2.64,1925
217287,2025-03-31,2.74,1925
207979,2025-03-31,2.40,48976
217287,2025-03-31,2.60,48976
217287,2025-03-31,3.35,47531
217287,2025-03-31,-0.47,46892
293680,2025-03-31,2.73,2936
217639,2025-03-31,2.44,2936
218038,2025-03-31,90.13,44437
217287,2025-03-31,0.20,44437
293680,2025-03-31,1.24,45356
217287,2025-03-31,3.08,45356
217287,2025-03-31,3.60,47706
293680,2025-03-31,2.76,49464
217287,2025-03-31,3.31,49464
207979,2025-03-31,6.65,48966
217287,2025-03-31,3.00,48966
217287,2025-03-31,0.09,49586
293680,2025-03-31,7.69,45597
217287,2025-03-31,2.03,45597
217287,2025-03-31,15.64,31387
293680,2025-03-31,2.46,49233
217287,2025-03-31,3.02,49233
293680,2025-03-31,3.90,46004
217287,2025-03-31,2.49,46004
207979,2025-03-31,2.81,46893
217287,2025-03-31,1.25,46893
293680,2025-03-31,4.68,44398
217287,2025-03-31,-1.37,44398
293680,2025-03-31,2.40,43566
217287,2025-03-31,1.02,43566
293680,2025-03-31,12.37,46474
217287,2025-03-31,2.90,46474
207979,2025-03-31,2.74,47621
217287,2025-03-31,2.17,47621
293680,2025-03-31,4.80,46540
217287,2025-03-31,0.95,46540
293680,2025-03-31,0.81,45925
217287,2025-03-31,-1.39,45925
293680,2025-03-31,100.01,2611
217639,2025-03-31,0.03,2611
217287,2025-03-31,-0.03,2611
207979,2025-03-31,96.02,48953
217287,2025-03-31,3.98,48953
207979,2025-03-31,84.33,24529
217287,2025-03-31,0.46,24529
293680,2025-03-31,99.99,48244
217287,2025-03-31,0.01,48244
207979,2025-03-31,1.29,466
217287,2025-03-31,0.32,466
207979,2025-03-31,3.78,47771
217287,2025-03-31,2.74,47771
293680,2025-03-31,0.06,46334
217287,2025-03-31,0.36,46334
293680,2025-03-31,3.35,44969
217287,2025-03-31,0.62,44969
293680,2025-03-31,17.15,8512
217639,2025-03-31,1.93,8512
207979,2025-03-31,2.02,47617
217287,2025-03-31,1.25,47617
293680,2025-03-31,99.49,49518
217287,2025-03-31,0.51,49518
207979,2025-03-31,3.00,42774
217287,2025-03-31,1.76,42774
293680,2025-03-31,2.31,46632
217287,2025-03-31,1.96,46632
207979,2025-03-31,0.98,45628
217287,2025-03-31,1.56,45628
207979,2025-03-31,5.83,44154
217287,2025-03-31,1.43,44154
293680,2025-03-31,99.50,46470
217287,2025-03-31,0.50,46470
217640,2025-03-31,10.13,48950
207979,2025-03-31,0.56,47306
217287,2025-03-31,2.65,47306
217287,2025-03-31,0.05,41461
217287,2025-03-31,1.75,48533
217287,2025-03-31,0.11,47964
207979,2025-03-31,3.59,1921
217287,2025-03-31,2.79,1921
207979,2025-03-31,4.23,47757
217287,2025-03-31,1.85,47757
217287,2025-03-31,58.03,3541
217287,2025-03-31,3.06,48534
293680,2025-03-31,7.87,12894
217287,2025-03-31,1.55,12894
217287,2025-03-31,0.37,49584
207979,2025-03-31,9.71,42778
217287,2025-03-31,4.30,42778
207979,2025-03-31,1.47,48679
217287,2025-03-31,3.48,48679
207979,2025-03-31,98.91,42042
217287,2025-03-31,1.09,42042
293680,2025-03-31,3.70,49630
217639,2025-03-31,0.00,49630
217287,2025-03-31,1.96,49630
293680,2025-03-31,2.11,2088
217287,2025-03-31,-0.46,2088
217640,2025-03-31,100.00,3402
293680,2025-03-31,95.68,44267
217287,2025-03-31,4.32,44267
217287,2025-03-31,0.02,48183
217287,2025-03-31,0.09,48249
293680,2025-03-31,100.88,2607
217639,2025-03-31,0.03,2607
217287,2025-03-31,-0.92,2607
293680,2025-03-31,30.77,2599
217639,2025-03-31,0.03,2599
217287,2025-03-31,-0.34,2599
293680,2025-03-31,100.61,2613
217639,2025-03-31,0.03,2613
217287,2025-03-31,-0.64,2613
293680,2025-03-31,101.05,2605
217639,2025-03-31,0.04,2605
217287,2025-03-31,-1.09,2605
293680,2025-03-31,100.57,2609
217639,2025-03-31,0.03,2609
217287,2025-03-31,-0.60,2609
